ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
-0.118,1.1449,10.2405,-0.3007,1.3018,9.7152,0.1469,-0.1411,0.4605,-0.1457,-0.1335,0.1669,0.0,128.14,505.85,-29.27,346.03,-7.99,2.1,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,8,2019-09-17 01:40:53:632
-0.0534,1.1018,10.1926,-0.2815,1.2861,9.7179,0.2306,-0.2057,0.43,-0.1207,-0.118,0.1552,0.0,128.29,505.7,-29.41,345.9,-7.63,1.77,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,28,2019-09-17 01:40:53:652
-0.0438,1.006,10.0896,-0.2674,1.2754,9.7197,0.226,-0.2047,0.3837,-0.0547,-0.0504,0.1461,0.0,125.86,506.89,-30.35,345.9,-7.63,1.77,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,48,2019-09-17 01:40:53:672
0.0735,0.9845,10.092,-0.254,1.2658,9.7213,0.3347,-0.2959,0.2783,-0.0099,-0.003,0.143,0.0,126.02,506.74,-29.75,346.13,-7.43,1.52,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,67,2019-09-17 01:40:53:691
0.1453,0.9677,9.879,-0.2513,1.2636,9.7216,0.4215,-0.3258,0.1581,-0.0131,0.005,0.1062,0.0,126.79,505.69,-28.97,346.13,-7.43,1.52,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,88,2019-09-17 01:40:53:712
0.1214,0.9965,9.958,-0.2459,1.2601,9.7223,0.3482,-0.2927,0.1793,2.0E-4,2.0E-4,0.0865,0.0,126.01,506.74,-30.19,346.13,-7.39,1.47,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,107,2019-09-17 01:40:53:731
0.1286,0.9414,9.776,-0.2436,1.2599,9.7223,0.4381,-0.2973,-0.0219,0.0087,0.005,0.0769,0.0,126.93,506.6,-29.59,346.13,-7.39,1.47,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,128,2019-09-17 01:40:53:752
0.131,0.9725,9.8215,-0.2427,1.2588,9.7225,0.4108,-0.2747,-0.0254,-0.0078,0.0162,0.0524,0.0,126.93,506.15,-29.28,345.99,-7.38,1.43,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,149,2019-09-17 01:40:53:773
0.1286,1.0108,9.7832,-0.2418,1.2553,9.723,0.3691,-0.252,0.0209,-0.0078,0.0034,0.0354,0.0,126.47,506.44,-30.18,345.99,-7.38,1.43,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,167,2019-09-17 01:40:53:791
0.119,1.0084,9.7784,-0.2405,1.2535,9.7232,0.3415,-0.2645,-0.0163,-0.0089,0.0029,0.0242,0.0,125.4,506.57,-30.78,346.24,-7.34,1.42,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,187,2019-09-17 01:40:53:811
0.0352,1.0252,9.8263,-0.2399,1.2511,9.7236,0.2847,-0.2154,0.0445,-0.003,0.013,0.021,0.0,126.17,506.9,-29.31,346.24,-7.34,1.42,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,208,2019-09-17 01:40:53:832
0.0711,1.0132,9.8574,-0.2393,1.2485,9.7239,0.32,-0.2535,0.0048,-0.0073,-0.004,0.0034,0.0,125.87,507.36,-29.62,346.13,-7.32,1.42,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,228,2019-09-17 01:40:53:852
0.1214,1.0683,9.7473,-0.229,1.2417,9.725,0.336,-0.182,0.0094,-0.0115,-0.0285,-0.0142,0.0,125.87,505.82,-30.31,346.13,-7.32,1.42,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,248,2019-09-17 01:40:53:872
0.0855,1.0731,9.6922,-0.2172,1.2358,9.7261,0.293,-0.1567,-0.1142,-0.0238,-0.0227,-0.0285,0.0,126.48,505.98,-29.72,346.09,-7.24,1.28,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,267,2019-09-17 01:40:53:891
0.0184,1.1712,9.6084,-0.2028,1.2265,9.7275,0.2017,-0.0567,-0.1638,-0.0291,-0.02,-0.0269,0.0,126.61,507.35,-30.36,346.09,-7.24,1.28,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,288,2019-09-17 01:40:53:912
-0.0749,1.1976,9.6252,-0.1971,1.2199,9.7285,0.1731,-0.0267,-0.2007,-0.0573,-0.0051,-0.0339,0.0,126.48,505.68,-29.71,346.09,-7.15,1.16,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,307,2019-09-17 01:40:53:931
-0.1635,1.2095,9.709,-0.1947,1.2107,9.7297,0.0534,-0.0171,-0.0746,-0.0552,-0.0019,-0.0371,0.0,126.02,506.75,-29.46,346.09,-7.15,1.16,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,327,2019-09-17 01:40:53:951
-0.3096,1.1114,9.8981,-0.1954,1.1896,9.7323,-0.1278,-0.0693,0.156,-0.0515,-0.0099,-0.0451,0.0,125.86,507.35,-30.36,346.11,-7.04,1.14,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,347,2019-09-17 01:40:53:971
-0.4317,1.2191,9.7928,-0.199,1.1846,9.7328,-0.2007,0.0406,0.131,-0.0254,-0.0062,-0.0333,0.0,125.26,505.2,-30.44,346.11,-7.04,1.14,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,368,2019-09-17 01:40:53:992
-0.4269,1.291,9.7209,-0.2044,1.1828,9.7329,-0.2288,0.0603,-0.0371,-0.0318,-0.0014,-0.0152,0.0,125.26,507.19,-30.21,346.23,-6.93,1.2,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,388,2019-09-17 01:40:54:012
-0.2904,1.2287,9.867,-0.2075,1.1749,9.7338,-0.1766,0.1185,0.0464,-0.044,-0.0142,0.0055,0.0,126.62,508.13,-29.64,346.23,-6.93,1.2,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,408,2019-09-17 01:40:54:032
-0.2904,1.2574,9.8287,-0.2067,1.1715,9.7342,-0.1104,0.1184,0.0649,-0.0371,-0.012,0.0055,0.0,125.42,506.13,-29.59,346.2,-6.86,1.22,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 35,427,2019-09-17 01:40:54:051
-0.2904,1.2239,9.8598,-0.2092,1.1627,9.7352,-0.0935,0.0589,0.0858,-0.0291,0.0167,0.0173,0.0,125.69,506.71,-31.67,346.2,-6.86,1.22,67.84592,20.221346,1681.43,NaN,0.0,10.374194,,26 / 33,447,2019-09-17 01:40:54:071
-0.2545,1.1665,9.7975,-0.215,1.1599,9.7354,-0.0553,0.0052,0.0399,-0.0179,0.0497,0.0215,0.0,126.01,506.42,-30.92,346.11,-6.79,1.27,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,468,2019-09-17 01:40:54:092
-0.2856,1.0994,9.934,-0.2225,1.1587,9.7354,-0.0357,0.0107,0.1949,0.0114,0.0492,0.0247,0.0,126.48,506.76,-29.01,346.11,-6.79,1.27,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,488,2019-09-17 01:40:54:112
-0.2377,1.0731,9.9029,-0.2349,1.1593,9.7351,0.0068,-0.0398,0.0961,0.013,0.022,0.0162,0.0,125.87,506.6,-29.3,346.13,-6.79,1.35,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,508,2019-09-17 01:40:54:132
-0.2353,1.1449,9.879,-0.2366,1.16,9.7349,-0.0166,-0.0096,0.0943,0.013,0.0029,0.0183,0.0,126.63,504.6,-30.27,346.13,-6.79,1.35,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,527,2019-09-17 01:40:54:151
-0.1324,1.121,9.7473,-0.2361,1.1608,9.7348,0.0213,-0.0524,-0.0072,0.0023,2.0E-4,0.022,0.0,125.26,507.19,-30.21,346.24,-6.8,1.39,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,547,2019-09-17 01:40:54:171
-0.1276,1.0803,9.7952,-0.23,1.1593,9.7352,0.1395,-0.0793,-0.0567,-0.0014,0.0039,0.022,0.0,124.66,506.58,-29.61,346.24,-6.8,1.39,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,568,2019-09-17 01:40:54:192
-0.0989,1.0611,9.8119,-0.2268,1.1568,9.7355,0.1387,-0.0995,0.0114,0.0034,2.0E-4,0.0098,0.0,126.15,507.34,-30.8,346.14,-6.77,1.33,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,588,2019-09-17 01:40:54:212
-0.1156,1.1066,9.7161,-0.2231,1.1555,9.7358,0.1361,-0.0898,-0.0213,0.0082,-3.0E-4,0.0077,0.0,126.01,507.96,-30.23,346.14,-6.77,1.33,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,607,2019-09-17 01:40:54:231
-0.1228,1.121,9.6994,-0.22,1.1553,9.7359,0.0875,-0.0388,-0.114,0.0087,0.0162,0.0093,0.0,125.12,505.82,-29.58,346.21,-6.76,1.3,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,627,2019-09-17 01:40:54:251
-0.1276,1.1305,9.6611,-0.2199,1.1554,9.7359,0.0873,-0.0075,-0.0856,-0.0067,0.0087,0.0071,0.0,126.79,506.77,-28.71,346.21,-6.76,1.3,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,648,2019-09-17 01:40:54:272
-0.1444,1.1234,9.6826,-0.2144,1.15,9.7366,0.1033,-0.0099,-0.0588,-0.0227,-0.0051,7.0E-4,0.0,126.77,506.74,-30.19,346.21,-6.76,1.3,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,668,2019-09-17 01:40:54:292
-0.1324,1.1425,9.8335,-0.2103,1.1457,9.7372,0.1411,-0.0367,0.0335,-0.0201,-0.0088,-0.004,0.0,125.4,508.41,-30.4,346.26,-6.73,1.26,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,688,2019-09-17 01:40:54:312
-0.142,1.1329,9.8358,-0.208,1.1432,9.7376,0.0645,-0.0189,0.076,-0.0105,7.0E-4,-0.0131,0.0,126.93,506.14,-29.58,346.26,-6.73,1.26,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,708,2019-09-17 01:40:54:332
-0.1946,1.1689,9.8598,-0.2072,1.1421,9.7377,0.0267,0.0265,0.031,-0.0222,-0.0184,-0.0088,0.0,126.01,506.73,-30.49,346.12,-6.69,1.22,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,727,2019-09-17 01:40:54:351
-0.1611,1.1593,9.9628,-0.2021,1.1361,9.7385,0.0349,0.0044,0.1529,-0.0184,-0.019,-0.0094,0.0,125.72,507.51,-29.48,346.12,-6.69,1.22,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,748,2019-09-17 01:40:54:372
-0.1875,1.1401,9.9053,-0.2003,1.1349,9.7387,0.0653,-0.014,0.1373,0.0066,0.0055,-0.0147,0.0,126.92,506.9,-30.05,346.02,-6.65,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,768,2019-09-17 01:40:54:392
-0.221,1.1641,9.855,-0.2012,1.1368,9.7385,-0.012,0.0305,0.0377,0.0087,-0.0104,-0.0184,0.0,126.77,506.75,-29.75,346.02,-6.65,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,787,2019-09-17 01:40:54:411
-0.2425,1.1976,9.843,-0.2003,1.1382,9.7383,-0.0137,0.0446,-0.0192,-0.0019,-0.0174,-0.0142,0.0,126.63,506.91,-29.31,346.01,-6.66,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,808,2019-09-17 01:40:54:432
-0.1659,1.1114,9.8861,-0.1958,1.1394,9.7383,0.0263,-0.0062,0.0889,0.0039,-0.0046,-0.0104,0.0,126.01,507.2,-30.21,346.01,-6.66,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,828,2019-09-17 01:40:54:452
-0.1563,1.1569,9.7928,-0.1949,1.1406,9.7381,0.0206,0.0165,0.0114,0.0119,-0.0046,-0.0174,0.0,127.22,507.2,-30.5,346.01,-6.67,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,848,2019-09-17 01:40:54:472
-0.2545,1.1641,9.8215,-0.1936,1.1421,9.738,-0.0286,0.0126,0.0095,-0.0062,-0.0136,-0.0131,0.0,126.63,505.84,-29.28,346.01,-6.67,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,868,2019-09-17 01:40:54:492
-0.2114,1.1856,9.8023,-0.1924,1.1426,9.738,-0.0214,0.0373,-0.0128,-0.0019,-0.0115,-0.011,0.0,127.21,507.5,-30.95,346.02,-6.69,1.13,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,888,2019-09-17 01:40:54:512
-0.197,1.1712,9.7928,-0.1913,1.1424,9.738,0.0086,-0.0056,-0.0269,2.0E-4,-0.003,-0.0104,0.0,125.71,507.2,-29.77,346.02,-6.69,1.13,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,907,2019-09-17 01:40:54:531
-0.1635,1.1617,9.8574,-0.1909,1.1427,9.738,0.0273,-0.0049,0.0718,0.0183,0.0087,-0.0168,0.0,125.69,508.24,-31.72,346.15,-6.69,1.12,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,927,2019-09-17 01:40:54:551
-0.1803,1.1473,9.8167,-0.1929,1.1459,9.7376,-0.0113,-0.0081,-0.0092,0.013,0.0066,-0.0126,0.0,126.02,507.2,-29.77,346.15,-6.69,1.12,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,948,2019-09-17 01:40:54:572
-0.2042,1.1305,9.7856,-0.1935,1.1466,9.7375,-0.0036,-0.0232,-0.0341,0.0034,-0.0035,-0.0174,0.0,126.78,505.99,-29.72,345.99,-6.71,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,968,2019-09-17 01:40:54:592
-0.1898,1.0922,9.8574,-0.1933,1.1467,9.7375,-0.0133,-0.0151,0.0626,0.0087,0.005,-0.0174,0.0,126.91,507.35,-30.36,345.99,-6.71,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,988,2019-09-17 01:40:54:612
-0.1875,1.1305,9.8167,-0.1941,1.1479,9.7373,0.0043,-0.0261,0.0516,0.0156,0.0066,-0.0216,0.0,125.41,508.12,-29.65,346.25,-6.72,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1008,2019-09-17 01:40:54:632
-0.2425,1.2048,9.8119,-0.1955,1.1499,9.737,-0.0358,0.0148,-0.0043,0.0066,0.0023,-0.0163,0.0,126.02,505.67,-30.45,346.25,-6.72,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1028,2019-09-17 01:40:54:652
-0.2066,1.176,9.7736,-0.1975,1.1539,9.7365,-0.0231,0.0301,-0.0334,0.0061,-0.0019,-0.0115,0.0,126.48,505.23,-29.4,346.06,-6.75,1.16,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1048,2019-09-17 01:40:54:672
-0.1707,1.1665,9.7353,-0.1963,1.1543,9.7365,0.0333,-0.0152,-0.0509,0.0039,-0.0094,-0.0136,0.0,126.93,505.83,-30.01,346.06,-6.75,1.16,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1067,2019-09-17 01:40:54:691
-0.1851,1.1569,9.7545,-0.1943,1.1537,9.7366,0.0037,-0.0257,-0.0804,-9.0E-4,-0.003,-0.012,0.0,127.39,505.85,-29.27,345.98,-6.76,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1087,2019-09-17 01:40:54:711
-0.197,1.0922,9.8574,-0.1943,1.152,9.7368,0.0617,-0.0407,-0.0416,-0.0078,0.0061,-0.0115,0.0,126.16,506.12,-30.76,345.98,-6.76,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1108,2019-09-17 01:40:54:732
-0.1516,1.1138,9.8694,-0.1933,1.1487,9.7372,-0.005,-0.05,0.0694,-0.0025,-0.0062,-0.0158,0.0,128.88,506.91,-30.33,345.8,-6.74,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1128,2019-09-17 01:40:54:752
-0.2282,1.1425,9.7497,-0.1932,1.1476,9.7374,-0.0374,-0.0202,-0.0241,0.0018,-0.003,-0.0206,0.0,126.17,508.13,-29.35,345.8,-6.74,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1148,2019-09-17 01:40:54:772
-0.1922,1.188,9.764,-0.1936,1.1476,9.7373,-0.0262,0.0254,-0.0083,-0.003,-9.0E-4,-0.0168,0.0,128.0,505.7,-28.97,345.87,-6.72,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1167,2019-09-17 01:40:54:791
-0.1875,1.1449,9.8023,-0.1944,1.1479,9.7373,0.0296,0.0191,-0.0031,-0.0025,0.0066,-0.0131,0.0,126.62,506.9,-29.61,345.87,-6.72,1.14,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1188,2019-09-17 01:40:54:812
-0.1898,1.1545,9.8215,-0.1961,1.1476,9.7373,-0.0082,-0.0188,-0.0074,-0.0089,0.005,-0.0131,0.0,126.01,506.43,-30.18,346.09,-6.72,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1209,2019-09-17 01:40:54:833
-0.2521,1.1665,9.8981,-0.1973,1.1449,9.7376,-0.0393,-0.0163,0.0121,-0.0035,-0.003,-0.0168,0.0,127.38,506.14,-30.02,346.09,-6.72,1.15,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1228,2019-09-17 01:40:54:852
-0.2521,1.1545,9.8478,-0.1981,1.1447,9.7376,-0.0516,0.0125,0.067,0.0023,-0.0014,-0.0094,0.0,126.77,507.21,-29.47,346.01,-6.7,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1248,2019-09-17 01:40:54:872
-0.2665,1.2646,9.7161,-0.2006,1.1473,9.7372,-0.0683,0.0615,-0.1206,-0.0046,-0.0062,-0.0062,0.0,126.93,505.84,-29.27,346.01,-6.7,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1267,2019-09-17 01:40:54:891
-0.2234,1.1808,9.7904,-0.1994,1.1473,9.7373,0.0023,0.0425,-0.0145,-0.0152,-0.003,0.0029,0.0,126.47,505.98,-30.17,346.09,-6.72,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1288,2019-09-17 01:40:54:912
-0.1611,1.1928,9.8287,-0.199,1.1464,9.7374,0.0342,0.0268,1.0E-4,-0.0115,0.0109,0.0018,0.0,126.77,506.43,-30.47,346.09,-6.72,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1308,2019-09-17 01:40:54:932
-0.1611,1.1401,9.9005,-0.1995,1.1434,9.7377,0.0456,-0.0127,0.1224,-0.0067,0.0061,-9.0E-4,0.0,126.46,505.96,-31.2,346.1,-6.71,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1328,2019-09-17 01:40:54:952
-0.2042,1.1042,9.9604,-0.1982,1.1418,9.7379,0.0252,-0.0258,0.1296,7.0E-4,-0.0104,-0.0099,0.0,127.96,507.19,-31.23,346.1,-6.71,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1348,2019-09-17 01:40:54:972
-0.197,1.0946,9.8981,-0.1967,1.1414,9.738,0.007,-0.0163,0.1357,0.0114,-0.004,-0.0147,0.0,126.9,507.65,-31.1,346.05,-6.69,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1367,2019-09-17 01:40:54:991
-0.2329,1.1473,9.8933,-0.198,1.1426,9.7379,-0.0348,-0.0165,0.069,0.0146,0.0087,-0.0099,0.0,126.16,506.58,-30.33,346.05,-6.69,1.17,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1388,2019-09-17 01:40:55:012
-0.209,1.1832,9.8023,-0.2031,1.1498,9.7369,-0.0032,0.0249,-0.0088,0.0348,0.0125,-0.0168,0.0,126.92,505.36,-30.73,345.97,-6.71,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1408,2019-09-17 01:40:55:032
-0.2617,1.1784,9.7473,-0.2054,1.1542,9.7363,-0.0668,0.0099,-0.0456,0.0236,0.0034,-0.0158,0.0,125.87,506.14,-29.58,345.97,-6.71,1.18,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1427,2019-09-17 01:40:55:051
-0.2784,1.2072,9.8191,-0.2087,1.1595,9.7356,-0.085,0.0166,-0.0427,0.0263,0.0114,-0.004,0.0,126.16,506.58,-30.33,346.12,-6.78,1.22,67.84592,20.22136,1684.32,NaN,0.0,10.374194,,26 / 33,1448,2019-09-17 01:40:55:072
-0.2377,1.1497,9.7904,-0.2126,1.1634,9.7351,-0.0399,-0.0162,-0.0119,0.029,0.0268,-0.0014,0.0,126.02,505.98,-30.17,346.12,-6.78,1.22,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1467,2019-09-17 01:40:55:091
-0.2713,1.1401,9.7832,-0.219,1.1682,9.7344,-0.0711,-0.0328,-0.0243,0.0236,0.0034,-0.0019,0.0,125.87,505.82,-30.31,346.1,-6.84,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1488,2019-09-17 01:40:55:112
-0.2401,1.2191,9.7161,-0.2194,1.1741,9.7336,-0.0112,-0.0225,-0.0383,0.0141,-0.0094,-0.0072,0.0,126.91,506.58,-31.07,346.1,-6.84,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1508,2019-09-17 01:40:55:132
-0.2114,1.2359,9.7066,-0.2194,1.1778,9.7332,-0.0013,0.0584,-0.0419,0.0183,0.0023,0.005,0.0,126.91,507.66,-30.07,346.05,-6.88,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1528,2019-09-17 01:40:55:152
-0.1659,1.2287,9.7736,-0.2196,1.1808,9.7328,0.0289,0.0291,0.0045,0.0167,0.0082,0.0039,0.0,127.37,506.6,-30.03,346.05,-6.88,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1547,2019-09-17 01:40:55:171
-0.1396,1.2095,9.7545,-0.2166,1.1862,9.7322,0.0785,0.0224,0.0108,0.0162,2.0E-4,-0.0051,0.0,126.46,506.43,-30.48,346.1,-6.93,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1568,2019-09-17 01:40:55:192
-0.1946,1.1976,9.7904,-0.2158,1.1878,9.7321,0.0825,0.0089,0.003,0.0146,0.0061,-0.0046,0.0,126.93,507.38,-28.88,346.1,-6.93,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1587,2019-09-17 01:40:55:211
-0.2545,1.2191,9.7832,-0.2183,1.1926,9.7314,-0.0108,0.0184,-0.0326,0.0188,0.0151,-0.0056,0.0,126.78,505.99,-29.43,345.99,-6.97,1.27,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1608,2019-09-17 01:40:55:232
-0.2425,1.2503,9.7784,-0.2207,1.1959,9.731,-0.0323,0.0367,-0.0174,0.0135,0.0045,-3.0E-4,0.0,127.22,506.75,-30.19,345.99,-6.97,1.27,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1628,2019-09-17 01:40:55:252
-0.1827,1.2287,9.7401,-0.2201,1.1989,9.7306,0.0293,0.0183,-0.0601,0.0061,-0.003,7.0E-4,0.0,126.92,507.36,-29.62,346.02,-7.01,1.3,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1647,2019-09-17 01:40:55:271
-0.1468,1.2335,9.7856,-0.2191,1.1999,9.7305,0.0439,0.0222,0.0014,0.0034,0.0045,0.0023,0.0,126.62,506.13,-30.02,346.02,-7.01,1.3,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1667,2019-09-17 01:40:55:291
-0.142,1.188,9.7975,-0.2188,1.201,9.7304,0.0339,0.0259,0.001,0.0055,-9.0E-4,7.0E-4,0.0,128.29,507.23,-29.01,345.91,-7.03,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1688,2019-09-17 01:40:55:312
-0.1587,1.2048,9.7856,-0.2167,1.2015,9.7304,0.0647,-0.0273,-0.0098,7.0E-4,-0.0094,-0.0056,0.0,127.97,506.44,-30.47,345.91,-7.03,1.29,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1708,2019-09-17 01:40:55:332
-0.2258,1.2095,9.8574,-0.215,1.2016,9.7304,0.0206,0.0096,-5.0E-4,0.0029,-0.0126,-0.0062,0.0,126.47,506.75,-29.75,346.12,-7.04,1.27,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1727,2019-09-17 01:40:55:351
-0.2066,1.1808,9.8478,-0.2125,1.2014,9.7305,0.0073,-0.0178,0.043,0.0034,-0.0131,-0.0067,0.0,126.62,506.9,-29.61,346.12,-7.04,1.27,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1748,2019-09-17 01:40:55:372
-0.197,1.1641,9.8526,-0.2085,1.2028,9.7304,0.0022,-0.0411,0.0609,0.0167,-0.0062,-0.0104,0.0,128.43,506.6,-30.32,345.91,-7.04,1.23,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1768,2019-09-17 01:40:55:392
-0.197,1.1856,9.776,-0.2078,1.2051,9.7301,0.011,-0.0075,-0.0361,0.0151,-0.0094,-0.0147,0.0,126.79,505.23,-29.4,345.91,-7.04,1.23,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1787,2019-09-17 01:40:55:411
-0.1922,1.2311,9.7305,-0.2044,1.2088,9.7297,0.0315,0.0286,-0.0983,0.0071,-0.0078,-0.0163,0.0,126.91,505.81,-31.49,345.99,-7.07,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1808,2019-09-17 01:40:55:432
-0.2832,1.2287,9.7377,-0.2055,1.2103,9.7295,-0.0573,0.0274,-0.0393,-0.0019,0.0045,-0.0115,0.0,127.22,507.21,-29.76,345.99,-7.07,1.21,67.84592,20.221367,1686.48,NaN,0.0,10.374194,,26 / 33,1830,2019-09-17 01:40:55:454
